,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
29458,2020-03-29T01:32:43,"It wan an emergency so I took an as a challenge. I have to serve my nation.
#PMCARES 
#Covid_19 
#CoronaUpdate 
#IndiaDeservesBetter",wan emergency took challenge serve nation pmcares covid coronaupdate indiadeservesbetter,"['PMCARES', 'Covid_19', 'CoronaUpdate', 'IndiaDeservesBetter']",[],1,"{'label': 'NEGATIVE', 'score': 0.9765450358390808}",NEGATIVE,-0.9765450358390808
30203,2020-03-29T01:35:15,"@realDonaldTrump @CDCgov Israel &amp; saudia arabia worst regimes ever ruled in this world supported by the american gov! Before fighting corona please consider to be human and fight real terror the one that u created around this world not the resistance on ur lame lists! #Covid_19
#YemenCantWait",realdonaldtrump cdcgov israel amp saudia arabia worst regimes ever ruled world supported american gov fighting corona please consider human fight real terror one created around world not resistance lame lists covid yemencantwait,"['Covid_19', 'YemenCantWait']","['realDonaldTrump', 'CDCgov']",1,"{'label': 'NEGATIVE', 'score': 0.9928579926490784}",NEGATIVE,-0.9928579926490784
30581,2020-03-29T01:36:34,"From @newscientist - simple explanation why #Covid_19 was not made in a lab, like so many conspiracy theorists say.
Pity they don't read New Scientist magazine though  #CoronavirusOutbreak #MANMADE #ConspiracyTheories https://t.co/736ZngcXuH",newscientist simple explanation covid not made lab like many conspiracy theorists say pity read new scientist magazine though coronavirusoutbreak manmade conspiracytheories,"['Covid_19', 'CoronavirusOutbreak', 'MANMADE', 'ConspiracyTheories']",['newscientist'],1,"{'label': 'NEGATIVE', 'score': 0.9958274960517883}",NEGATIVE,-0.9958274960517883
31430,2020-03-29T01:39:25,Thanks again China. https://t.co/ZV1YlBdXfH #CoronaUpdate #Covid_19 #ChinaCoronaVirus #WuhanVirus #ChineseWuhanVirus #BoycottChina,thanks china coronaupdate covid chinacoronavirus wuhanvirus chinesewuhanvirus boycottchina,"['CoronaUpdate', 'Covid_19', 'ChinaCoronaVirus', 'WuhanVirus', 'ChineseWuhanVirus', 'BoycottChina']",[],1,"{'label': 'NEGATIVE', 'score': 0.662204384803772}",NEGATIVE,-0.662204384803772
32340,2020-03-29T01:42:27,South China’s #Shenzhen started to test all arrivals at its ports of entry for #COVID19 and all arrivals must undergo 14-day quarantine at designated locations at their own expenses. https://t.co/PeN09wzSc0,south china shenzhen started test arrivals ports entry covid arrivals must undergo day quarantine designated locations expenses,"['Shenzhen', 'COVID19']",[],1,"{'label': 'NEGATIVE', 'score': 0.9770093560218811}",NEGATIVE,-0.9770093560218811
33442,2020-03-29T01:46:18,"#Indigenous people in #Myanmar are fending off the Flu that will not harm in #Tropical region but called #CoronavirusPandemic with their own style.
Remember! This is just #SeasonalFlu not a #Pandemic like the sheep believed https://t.co/NuSRZt1o1x",indigenous people myanmar fending flu not harm tropical region called coronaviruspandemic style remember seasonalflu not pandemic like sheep believed,"['Indigenous', 'Myanmar', 'Tropical', 'CoronavirusPandemic', 'SeasonalFlu', 'Pandemic']",[],1,"{'label': 'POSITIVE', 'score': 0.8215859532356262}",POSITIVE,0.8215859532356262
33463,2020-03-29T01:46:23,"Seriously. USA. 18,457 in the last 24hrs. Screen shots are approx 24hrs. apart. Mar.27 and Mar.28 #Covid_19 #StayAtHomeAndStaySafe #SocialDistanacing https://t.co/U7qF1z5DQ3",seriously usa last hrs screen shots approx hrs apart mar mar covid stayathomeandstaysafe socialdistanacing,"['Covid_19', 'StayAtHomeAndStaySafe', 'SocialDistanacing']",[],1,"{'label': 'NEGATIVE', 'score': 0.9615380764007568}",NEGATIVE,-0.9615380764007568
33606,2020-03-29T01:46:59,@PatsKarvelas Yep I’m making pulled pork and possibly scones #covid19,patskarvelas yep making pulled pork possibly scones covid,['covid19'],['PatsKarvelas'],1,"{'label': 'NEGATIVE', 'score': 0.9967899322509766}",NEGATIVE,-0.9967899322509766
34047,2020-03-29T01:48:34,@damienwillis Never thought I’d get sick of wearing pajamas. #Covid_19,damienwillis never thought get sick wearing pajamas covid,['Covid_19'],['damienwillis'],1,"{'label': 'POSITIVE', 'score': 0.9931567311286926}",POSITIVE,0.9931567311286926
36133,2020-03-29T01:56:19,"Here's a good spin on the #COVID19 situation. A ray of sunshine, if you will. https://t.co/wgjLZHSF5r",good spin covid situation ray sunshine,['COVID19'],[],1,"{'label': 'POSITIVE', 'score': 0.9998440146446228}",POSITIVE,0.9998440146446228
36266,2020-03-29T01:56:49,"Grateful to hear from some of the most intelligent members of #HockeyTwitter tonight through #HANIC. Also, nice to be reminded that the outside world still exists in these days of #COVID19. Thank you @MeghanChayka &amp; @AlisonL for organizing this fantastic event.",grateful hear intelligent members hockeytwitter tonight hanic also nice reminded outside world still exists days covid thank meghanchayka amp alisonl organizing fantastic event,"['HockeyTwitter', 'HANIC', 'COVID19']","['MeghanChayka', 'AlisonL']",1,"{'label': 'POSITIVE', 'score': 0.9997904896736145}",POSITIVE,0.9997904896736145
38264,2020-03-29T02:03:29,"Watching #Disneyland Through the Seasons on #DisneyPlus.  All I want to do is go back to Disneyland.  But I know that's not what needs to happen in this world right now.  God Bless the medical works, essential employees, and everyone else guiding us through this time.  #Covid19",watching disneyland seasons disneyplus want back disneyland know not needs happen world right god bless medical works essential employees everyone else guiding time covid,"['Disneyland', 'DisneyPlus', 'Covid19']",[],2,"{'label': 'NEGATIVE', 'score': 0.9681796431541443}",NEGATIVE,-0.9681796431541443
39543,2020-03-29T02:08:09,Did the number of infections in the United States just double in one day or am I taking crazy pills? #CoronaUpdate #CoronaLockdown #Covid_19 #NotDying4WallStreet #NotDyingForWallStreet https://t.co/o8R3VcYxDs,number infections united states double one day taking crazy pills coronaupdate coronalockdown covid notdying wallstreet notdyingforwallstreet,"['CoronaUpdate', 'CoronaLockdown', 'Covid_19', 'NotDying4WallStreet', 'NotDyingForWallStreet']",[],2,"{'label': 'NEGATIVE', 'score': 0.9972196817398071}",NEGATIVE,-0.9972196817398071
39808,2020-03-29T02:09:02,"People who shouldn’t have a platform during #Covid_19 - POTUS, Conrad Black and Geraldo Rivera. Feel free to add",people platform covid potus conrad black geraldo rivera feel free add,['Covid_19'],[],2,"{'label': 'POSITIVE', 'score': 0.9903648495674133}",POSITIVE,0.9903648495674133
40567,2020-03-29T02:11:49,"My 2 cents on the current situation! https://t.co/COK8sM9kx7

#CoronavirusOutbreak #Covid_19 #COVID19 #CoronaLockdown #StopTheSpread  #StopTheSpreadOfCorona #stophoarding #dearstupidpeople #SelfIsolation #SocialDistancing",cents current situation coronavirusoutbreak covid covid coronalockdown stopthespread stopthespreadofcorona stophoarding dearstupidpeople selfisolation socialdistancing,"['CoronavirusOutbreak', 'Covid_19', 'COVID19', 'CoronaLockdown', 'StopTheSpread', 'StopTheSpreadOfCorona', 'stophoarding', 'dearstupidpeople', 'SelfIsolation', 'SocialDistancing']",[],2,"{'label': 'NEGATIVE', 'score': 0.9968423843383789}",NEGATIVE,-0.9968423843383789
41154,2020-03-29T02:13:58,"Back in 2017 @julianahatfield released the album Pussycat. It explores a range of emotions that we all probably feel right now. Even after three years, this song is relevant now #pussycat #TrumpGenocide #CoronaUpdate #Covid_19 

https://t.co/Xjtw8lOqYK https://t.co/THqWszssR7",back julianahatfield released album pussycat explores range emotions probably feel right even three years song relevant pussycat trumpgenocide coronaupdate covid,"['pussycat', 'TrumpGenocide', 'CoronaUpdate', 'Covid_19']",['julianahatfield'],2,"{'label': 'POSITIVE', 'score': 0.9084399938583374}",POSITIVE,0.9084399938583374
41516,2020-03-29T02:15:12,"When Cambridge Uni closed 1665 (fr 2 yrs), due t Great Plague, #IsaacNewton retired t small farmhouse in rural Lincolnshire.He developed calculus, made discov in optics &amp; started on univ gravitation (where apple dropping episode occurs) #selfisolation #history #shutdown #Covid_19 https://t.co/HIUpVoTFqO",cambridge uni closed yrs due great plague isaacnewton retired small farmhouse rural lincolnshire developed calculus made discov optics amp started univ gravitation apple dropping episode occurs selfisolation history shutdown covid,"['IsaacNewton', 'selfisolation', 'history', 'shutdown', 'Covid_19']",[],2,"{'label': 'NEGATIVE', 'score': 0.9987363815307617}",NEGATIVE,-0.9987363815307617
41934,2020-03-29T02:16:50,"We don't know the key to success in situation like #CoronavirusPandemic, but the key to 100% failure towards #IndiaFightsCoronavirus is trying to please everybody not maintaining #SocialDistanacing https://t.co/sBjuTObhsY",know key success situation like coronaviruspandemic key failure towards indiafightscoronavirus trying please everybody not maintaining socialdistanacing,"['CoronavirusPandemic', 'IndiaFightsCoronavirus', 'SocialDistanacing']",[],2,"{'label': 'NEGATIVE', 'score': 0.9964848160743713}",NEGATIVE,-0.9964848160743713
42513,2020-03-29T02:18:44,So proud to work for this amazing organization! #TogetherWeCan #WellsFargo #Covid_19 #leading #stagecoach #StayAtHomeAndStaySafe https://t.co/wL1tNQfyiP,proud work amazing organization togetherwecan wellsfargo covid leading stagecoach stayathomeandstaysafe,"['TogetherWeCan', 'WellsFargo', 'Covid_19', 'leading', 'stagecoach', 'StayAtHomeAndStaySafe']",[],2,"{'label': 'POSITIVE', 'score': 0.9984943270683289}",POSITIVE,0.9984943270683289
42615,2020-03-29T02:19:09,"Sweet Jesus.  Aktion T4 redux.  How Trumpian.

#TrumpsWillingExecutioners #TrumpGenocide #TrumpVirus #COVID19 #CoronavirusUSA https://t.co/jnZZJhAzer",sweet jesus aktion redux trumpian trumpswillingexecutioners trumpgenocide trumpvirus covid coronavirususa,"['TrumpsWillingExecutioners', 'TrumpGenocide', 'TrumpVirus', 'COVID19', 'CoronavirusUSA']",[],2,"{'label': 'NEGATIVE', 'score': 0.9713407754898071}",NEGATIVE,-0.9713407754898071
42647,2020-03-29T02:19:17,"I hanve to say it I’m loving Free Delivery from my favorite food places. I hope this carries over when we beat #COVID19 I might not leave my house except to do fun things then come home and order delivery.😁 books, music, TV, family, pet, I’m loving life.",hanve say loving free delivery favorite food places hope carries beat covid might not leave house except fun things come home order delivery books music family pet loving life,['COVID19'],[],2,"{'label': 'POSITIVE', 'score': 0.9963962435722351}",POSITIVE,0.9963962435722351
43189,2020-03-29T02:21:02,"@harpandsword @HKWORLDCITY @JChengWSJ @WHO @rthk_news Asking @WHO about #Taiwan response to #CoronavirusOutbreak is a political question?
#WHO is politicizing the issue and jeopardizing health of #Taiwanese 

#TaiwanCanHelp",harpandsword hkworldcity jchengwsj rthk news asking taiwan response coronavirusoutbreak political question politicizing issue jeopardizing health taiwanese taiwancanhelp,"['Taiwan', 'CoronavirusOutbreak', 'WHO', 'Taiwanese', 'TaiwanCanHelp']","['harpandsword', 'HKWORLDCITY', 'JChengWSJ', 'WHO', 'rthk_news', 'WHO']",2,"{'label': 'NEGATIVE', 'score': 0.9772782921791077}",NEGATIVE,-0.9772782921791077
43299,2020-03-29T02:21:26,"Australia’s coronavirus curve has shown early signs of beginning to flatten. #coronavirus #7NEWS 

https://t.co/IXPsrutn4s",australia coronavirus curve shown early signs beginning flatten coronavirus news,"['coronavirus', '7NEWS']",[],2,"{'label': 'NEGATIVE', 'score': 0.9966568350791931}",NEGATIVE,-0.9966568350791931
43601,2020-03-29T02:22:33,"March 29, 11 am in Tokyo. Hoping this weather will discourage people from going out and forming more #covid19 clusters. https://t.co/rfHc7B2iGA",march tokyo hoping weather discourage people going forming covid clusters,['covid19'],[],2,"{'label': 'NEGATIVE', 'score': 0.9949249029159546}",NEGATIVE,-0.9949249029159546
43625,2020-03-29T02:22:38,The virus dictates the timeline and we had better get with the program fast if we aim to flatten the Covid-19 curve. Isolation is the best way to fight this deadly virus. We need strict containment. #CoronaUpdate #Covid_19,virus dictates timeline better get program fast aim flatten covid curve isolation best way fight deadly virus need strict containment coronaupdate covid,"['CoronaUpdate', 'Covid_19']",[],2,"{'label': 'NEGATIVE', 'score': 0.9969887137413025}",NEGATIVE,-0.9969887137413025
45899,2020-03-29T02:30:37,"Here are the donation incentives for today's stream! Help us get to $1,000 &amp; we'll do something silly for every $100 donated. :D
Donate here &amp; drop GoG in your comment so we know to count it towards these goals: https://t.co/AmFyVn3EVa
#charity #donate #twitch #coronavirus #covid https://t.co/eQWCNZNyBC",donation incentives today stream help get amp something silly every donated donate amp drop gog comment know count towards goals charity donate twitch coronavirus covid,"['charity', 'donate', 'twitch', 'coronavirus', 'covid']",[],2,"{'label': 'NEGATIVE', 'score': 0.990319013595581}",NEGATIVE,-0.990319013595581
46048,2020-03-29T02:31:13,"Interesting to watch and think about in current time of #COVID19 , #coronavirus . My mom had this as a teen, no money to see doctor, suffered through &amp; healed - @AmerMedicalAssn @NIH @Surgeon_General @NebraskaSower @NLM_DIMRC @CDCemergency @DrAllyRP",interesting watch think current time covid coronavirus mom teen money see doctor suffered amp healed amermedicalassn nih surgeon general nebraskasower nlm dimrc cdcemergency drallyrp,"['COVID19', 'coronavirus']","['AmerMedicalAssn', 'NIH', 'Surgeon_General', 'NebraskaSower', 'NLM_DIMRC', 'CDCemergency', 'DrAllyRP']",2,"{'label': 'NEGATIVE', 'score': 0.9860367774963379}",NEGATIVE,-0.9860367774963379
46338,2020-03-29T02:32:18,"@latimes Once #COVID19 passes, it will take some time for people who are already obsessed with their phones📱and lack of face-to-face contact to overcome social distancing.",latimes covid passes take time people already obsessed phones lack face face contact overcome social distancing,['COVID19'],['latimes'],2,"{'label': 'NEGATIVE', 'score': 0.9981803297996521}",NEGATIVE,-0.9981803297996521
46492,2020-03-29T02:32:48,"What if april 1st you would hear on the news that coronavirus is just an april fools prank and never existed
#UltimateLoveNG #KadunaCurfew #clapforboris #Covid_19 #CentRemmy #Covid19Out #coronalockdownuk #SocialDistanacing #PartyPressure #ImamofPIECES #IWillStayAtHome #",april would hear news coronavirus april fools prank never existed ultimateloveng kadunacurfew clapforboris covid centremmy covid coronalockdownuk socialdistanacing partypressure imamofpieces iwillstayathome,"['UltimateLoveNG', 'KadunaCurfew', 'clapforboris', 'Covid_19', 'CentRemmy', 'Covid19Out', 'coronalockdownuk', 'SocialDistanacing', 'PartyPressure', 'ImamofPIECES', 'IWillStayAtHome']",[],2,"{'label': 'NEGATIVE', 'score': 0.9970687031745911}",NEGATIVE,-0.9970687031745911
46572,2020-03-29T02:33:04,"So... the ventilators trump’s fed  sent to CA didn’t work. Rather than complain and risk even worse treatment, CA Gov @GavinNewsom sent them off to be repaired. Delays like this = more unnecessary fatalities.   #impeach #stat #COVID19 @ASlavitt @JoyAnnReid @maddow",ventilators trump fed sent work rather complain risk even worse treatment gov gavinnewsom sent repaired delays like unnecessary fatalities impeach stat covid aslavitt joyannreid maddow,"['impeach', 'stat', 'COVID19']","['GavinNewsom', 'ASlavitt', 'JoyAnnReid', 'maddow']",2,"{'label': 'NEGATIVE', 'score': 0.9987966418266296}",NEGATIVE,-0.9987966418266296
